LidarMCplusplus.cpp input file:
Radius(m),0.15
FOV(rad),0.174533
a(m^-1),0.00425791
b(m^-1),0.0104066
c(m^-1),0.0146645
Dmin,0.1
Dmax,100
k,1e+20
Junge,4
bulk ref index,(1.05,0.005)
#photons,100000
distance,signal,co,cross
2.78868,0.000226722,-1.44511e-05,-0.000226221,-9.21764e-09
2.79214,0.000226965,-1.418e-05,-0.000226483,-5.40566e-09
2.7956,0.000227218,-1.3909e-05,-0.000226747,-2.12946e-09
2.79906,0.00022746,-1.36387e-05,-0.00022701,-7.20404e-10
2.80252,0.000227703,-1.33715e-05,-0.000227274,-1.83908e-09
2.80598,0.000227945,-1.31066e-05,-0.000227529,-4.73802e-09
2.80944,0.000228188,-1.28462e-05,-0.000227784,-8.51207e-09
2.8129,0.000228421,-1.25888e-05,-0.000228038,-1.28188e-08
2.81636,0.000228655,-1.23339e-05,-0.000228291,-1.73815e-08
2.81982,0.00022889,-1.20827e-05,-0.000228535,-2.16789e-08
2.82328,0.000229123,-1.18332e-05,-0.000228779,-2.51588e-08
2.82674,0.000229356,-1.15873e-05,-0.000229023,-2.73639e-08
2.8302,0.000229578,-1.13435e-05,-0.000229258,-2.81781e-08
2.83366,0.000229801,-1.11025e-05,-0.000229502,-2.81019e-08
2.83712,0.000230025,-1.08618e-05,-0.000229735,-2.76693e-08
2.84058,0.000230249,-1.06231e-05,-0.000229968,-2.71861e-08
2.84404,0.000230462,-1.0386e-05,-0.000230191,-2.75519e-08
2.8475,0.000230685,-1.01508e-05,-0.000230426,-3.00175e-08
2.85096,0.000230898,-9.91992e-06,-0.000230651,-3.46313e-08
2.85442,0.000231111,-9.69437e-06,-0.000230867,-3.98588e-08
2.85788,0.000231316,-9.47353e-06,-0.00023109,-4.35198e-08
2.86134,0.00023153,-9.25548e-06,-0.000231303,-4.39896e-08
2.8648,0.000231734,-9.03855e-06,-0.000231516,-4.10763e-08
2.86826,0.000231936,-8.82145e-06,-0.00023173,-3.56399e-08
2.87172,0.000232136,-8.60416e-06,-0.000231943,-2.91914e-08
2.87518,0.000232328,-8.38696e-06,-0.000232146,-2.39004e-08
2.87864,0.000232521,-8.17142e-06,-0.000232347,-2.13769e-08
2.8821,0.000232714,-7.95958e-06,-0.000232549,-2.14219e-08
2.88556,0.000232906,-7.75239e-06,-0.000232742,-2.23804e-08
2.88902,0.000233096,-7.54958e-06,-0.000232935,-2.26104e-08
2.89248,0.000233277,-7.34981e-06,-0.000233128,-2.18429e-08
2.89594,0.00023346,-7.15162e-06,-0.000233319,-2.10467e-08
2.8994,0.000233642,-6.95488e-06,-0.00023351,-2.11767e-08
2.90286,0.000233824,-6.76029e-06,-0.000233692,-2.24297e-08
2.90632,0.000233994,-6.56893e-06,-0.000233875,-2.44338e-08
2.90978,0.000234176,-6.38107e-06,-0.000234048,-2.68016e-08
2.91324,0.000234348,-6.19639e-06,-0.000234229,-2.91034e-08
2.9167,0.000234511,-6.01412e-06,-0.0002344,-3.0617e-08
2.92016,0.000234682,-5.83358e-06,-0.000234572,-3.07568e-08
2.92362,0.000234841,-5.65438e-06,-0.000234745,-2.9701e-08
2.92708,0.000235002,-5.47655e-06,-0.000234906,-2.83387e-08
2.93054,0.000235165,-5.30087e-06,-0.000235066,-2.74253e-08
2.934,0.000235316,-5.12899e-06,-0.000235227,-2.72926e-08
2.93746,0.000235476,-4.96217e-06,-0.00023539,-2.81402e-08
2.94092,0.000235627,-4.80048e-06,-0.000235542,-2.97318e-08
2.94438,0.000235769,-4.64163e-06,-0.000235692,-3.11909e-08
2.94784,0.000235921,-4.48311e-06,-0.000235843,-3.1948e-08
2.9513,0.000236061,-4.32468e-06,-0.000235996,-3.27596e-08
2.95476,0.000236203,-4.16825e-06,-0.000236138,-3.46032e-08
2.95822,0.000236345,-4.01659e-06,-0.000236279,-3.6294e-08
2.96168,0.000236486,-3.87071e-06,-0.00023642,-3.50607e-08
2.96514,0.000236616,-3.72909e-06,-0.000236551,-3.01431e-08
2.9686,0.000236746,-3.58942e-06,-0.000236691,-2.37716e-08
2.97206,0.000236877,-3.44988e-06,-0.000236821,-1.85655e-08
2.97552,0.000237007,-3.31084e-06,-0.000236942,-1.62662e-08
2.97898,0.000237128,-3.17389e-06,-0.000237074,-1.75994e-08
2.98244,0.00023725,-3.04089e-06,-0.000237196,-2.05502e-08
2.9859,0.000237371,-2.91272e-06,-0.000237316,-2.11641e-08
2.98936,0.000237481,-2.78815e-06,-0.000237437,-1.79412e-08
2.99282,0.0002376,-2.66562e-06,-0.000237546,-1.28281e-08
2.99628,0.00023771,-2.54423e-06,-0.000237666,-8.44503e-09
2.99974,0.00023782,-2.42406e-06,-0.000237767,-6.66161e-09
3.0032,0.00023792,-2.30572e-06,-0.000237877,-7.77061e-09
3.00666,0.000238031,-2.18972e-06,-0.000237988,-1.02601e-08
3.01012,0.000238131,-2.07672e-06,-0.000238089,-1.28322e-08
3.01358,0.000238221,-1.96736e-06,-0.00023819,-1.51819e-08
3.01704,0.000238322,-1.86222e-06,-0.000238281,-1.71862e-08
3.0205,0.000238413,-1.76174e-06,-0.000238382,-1.88505e-08
3.02396,0.000238504,-1.66573e-06,-0.000238473,-1.98772e-08
3.02742,0.000238595,-1.57398e-06,-0.000238564,-1.96234e-08
3.03088,0.000238686,-1.4855e-06,-0.000238645,-1.77481e-08
3.03434,0.000238768,-1.39937e-06,-0.000238725,-1.45333e-08
3.0378,0.000238849,-1.3145e-06,-0.000238805,-1.10182e-08
3.04126,0.00023893,-1.23007e-06,-0.000238885,-8.52393e-09
3.04472,0.000239002,-1.14617e-06,-0.000238965,-7.8926e-09
3.04818,0.000239073,-1.06405e-06,-0.000239036,-8.87842e-09
3.05164,0.000239145,-9.85591e-07,-0.000239106,-1.02175e-08
3.0551,0.000239216,-9.11967e-07,-0.000239176,-1.05636e-08
3.05855,0.000239277,-8.43055e-07,-0.000239235,-9.60875e-09
3.06201,0.000239347,-7.7785e-07,-0.000239294,-8.40271e-09
3.06547,0.000239398,-7.15094e-07,-0.000239353,-8.33795e-09
3.06893,0.000239459,-6.53343e-07,-0.000239413,-9.94097e-09
3.07239,0.00023952,-5.911e-07,-0.000239462,-1.28971e-08
3.07585,0.000239572,-5.27828e-07,-0.000239521,-1.6754e-08
3.07931,0.000239623,-4.64976e-07,-0.00023957,-2.11688e-08
3.08277,0.000239665,-4.05477e-07,-0.00023961,-2.56555e-08
3.08623,0.000239717,-3.51884e-07,-0.000239659,-2.93227e-08
3.08969,0.00023976,-3.05038e-07,-0.000239698,-3.10867e-08
3.09315,0.000239793,-2.64667e-07,-0.000239727,-3.0239e-08
3.09661,0.000239836,-2.30505e-07,-0.000239766,-2.68414e-08
3.10007,0.00023987,-2.02356e-07,-0.000239795,-2.1877e-08
3.10353,0.000239904,-1.79041e-07,-0.000239824,-1.70414e-08
3.10699,0.000239939,-1.57934e-07,-0.000239852,-1.38829e-08
3.11045,0.000239976,-1.35978e-07,-0.00023988,-1.29144e-08
3.11391,0.000240003,-1.11653e-07,-0.000239897,-1.37607e-08
3.11737,0.000240033,-8.60336e-08,-0.000239911,-1.57972e-08
3.12083,0.000240065,-6.15214e-08,-0.000239922,-1.78768e-08
3.12429,0.000240083,-3.97758e-08,-0.000239926,-1.72759e-08
3.12775,0.000240088,-2.18324e-08,-0.000239942,-1.00455e-08
3.13121,0.000240073,-9.28738e-09,-0.000239979,3.12006e-09
3.13467,0.000240055,-2.81275e-09,-0.000240023,1.11131e-08
3.13813,0.000240046,-5.05041e-10,-0.000240043,5.86694e-09
3.14159,0.000240047,-3.06244e-20,-0.000240047,1.42682e-20
